GT_plane,Matched_solution_plane,score
Plane_5.ts,group_9.ts,0.572052
Plane_4.ts,group_1.ts,0.978569
Plane_1.ts,group_11.ts,0.995446
Plane_6.ts,group_2.ts,0.888608
Plane_2.ts,group_12.ts,0.998652
Plane_3.ts,group_3.ts,0.154653
Plane_10.ts,group_7.ts,0.995224
Plane_9.ts,group_8.ts,0.995038
Plane_8.ts,group_10.ts,0.969226
Plane_7.ts,group_0.ts,0.998572
OVERALL_SCORE: 0.784647
