GT_plane,Matched_solution_plane,score
Plane_11.ts,group_5.ts,0.991082
Plane_5.ts,group_6.ts,0.992953
Plane_4.ts,group_0.ts,0.998504
Plane_1.ts,group_3.ts,0.997297
Plane_6.ts,group_7.ts,0.997808
Plane_2.ts,group_2.ts,0.985508
Plane_13.ts,group_13.ts,0.983827
Plane_3.ts,group_12.ts,0.991955
Plane_10.ts,group_11.ts,0.998057
Plane_9.ts,group_4.ts,0.986264
Plane_8.ts,group_8.ts,0.998595
Plane_12.ts,group_10.ts,0.998206
Plane_7.ts,group_1.ts,0.98712
OVERALL_SCORE: 0.992875
